IL8,VEGFA,CD8A,MCP3,GDNF,CDCP1,CD244,IL7,OPG,LAPTGFbeta1,uPA,IL6,IL17C,MCP1,IL17A,CXCL11,AXIN1,TRAIL,IL20RA,CXCL9,CST5,IL2RB,IL1alpha,OSM,IL2,CXCL1,TSLP,CCL4,CD6,SCF,IL18,SLAMF1,TGFalpha,MCP4,CCL11,TNFSF14,FGF23,IL10RA,FGF5,MMP1,LIFR,FGF21,CCL19,IL15RA,IL10RB,IL22RA1,IL18R1,PDL1,BetaNGF,CXCL5,TRANCE,HGF,IL12B,IL24,IL13,ARTN,MMP10,IL10,TNF,CCL23,CD5,CCL3,Flt3L,CXCL6,CXCL10,4EBP1,IL20,SIRT2,CCL28,DNER,ENRAGE,CD40,IL33,IFNgamma,FGF19,IL4,LIF,NRTN,MCP2,CASP8,CCL25,CX3CL1,TNFRSF9,NT3,TWEAK,CCL20,ST1A1,STAMBP,IL5,ADA,TNFB,CSF1,V93
2.7582421981263723,9.444567376664867,11.981123614355997,0.7283493976710291,1.537298765178293,2.6818657945697293,6.161214958691006,2.538895025455472,9.449997358936137,6.2229408673678,9.679272454947915,2.3513692582786394,2.2536010998427933,10.458603931579036,2.165814355420453,5.891125375254883,2.403626262916738,8.12150755775473,1.125701629193152,6.513704078454229,5.183303930744236,1.3652317497731437,-0.9012517918543073,2.701145866347744,0.339681568711525,8.586671987720603,0.5269715111346095,5.979666581775414,6.226187457924653,8.326368929384039,7.000283744633952,1.2702445597892458,3.3888657380550202,11.5371709287663,6.865506026833741,2.3255949717327913,1.5704931388580567,0.7680916635679806,0.9979051389392921,8.790147794714152,3.079917738741673,5.094429850345504,6.659539509245548,0.9520893367609988,4.876056970776472,3.6066534264896175,7.199077150662267,5.781010895809318,1.1668593792918827,11.346749075337042,3.6421659989883843,7.712123724362563,4.746302795768821,1.6414150903644678,0.3927342044202375,0.29379059361551313,9.794727688758954,3.2989219728716894,1.9608233504395216,9.008994716350228,5.2232756674096965,3.6624057040198075,9.029449444092515,7.4002240669143315,6.838720004934567,6.224945678357854,0.10949852184283759,3.0540992295777984,1.975154406262818,9.347679548948575,3.3709204177821848,10.296784348162939,0.3214480351968665,5.049591279402594,8.594410998887083,1.7715672324470615,-0.2761768339971292,0.48545256844975204,7.475355655720034,1.9256008347615223,6.870474014205604,5.246424614317619,6.033118622262332,2.5405239505139567,9.465616482626533,6.2204176543921905,2.8154682854406388,4.067497756851104,2.6924092146097127,5.364033884304503,3.466267098710733,9.278724468556453,1
3.266771778413178,10.262524922493457,12.409941531580364,1.780148918134261,1.8321026011977828,3.1574256506058616,6.392277350193477,1.9684175855491488,9.427886785687333,7.140753975407331,10.203353375994556,3.078333190813952,1.6940640058489265,11.438012707012891,2.202041666058322,7.09627952050086,2.559478932694458,8.465860031909735,1.1856562419199044,6.8748506383887085,5.487011144768006,2.261791786131802,-0.6899498753066531,3.9100784948881557,0.5912193808575712,7.517659103958395,0.8064621469548748,6.19851334346368,5.226384189951115,9.035189766884443,7.912042377575371,1.3063058591951278,3.334793004710353,13.118912087010772,7.500491832190641,4.167993090880421,1.903440107977028,0.9163329240996949,1.0985248721917562,9.858969588488268,3.763614009159763,6.78221773433761,7.7317136985386865,0.7621265314005278,5.310424973750494,1.6468663993658055,7.410043367336107,5.929407928415597,1.1267832678422822,8.309453356598354,4.6709318407854825,8.40130919619457,4.862044055507952,2.3278961461612395,0.5757775165546538,1.0029727073527153,9.1535637125049,3.807853609309767,2.553968875449029,9.997502986940589,4.202365934001495,4.500953008982093,9.144654148182662,8.157454439768951,8.264642243816054,6.057698227163477,0.2049287238601421,2.7613034494947275,2.107306373785355,9.367276853217929,3.220157831834681,10.33070658221649,0.32232494744503554,6.338422622764622,7.7446942762377775,1.6164294367073588,0.4216462563695581,0.49188208127728655,8.598199783730514,1.316178797904895,7.47098459754956,5.963190930189548,6.5714371655046,3.084726576348664,10.135322799116821,6.325964496812921,3.132781106714035,4.2284123201480694,0.9924850377223041,5.869753992914796,4.45611671637889,9.502475219699948,0
3.930861597363921,9.676110592192739,11.91151201807108,1.8028228670749487,1.583961690530202,2.5328720014824135,6.214591263024208,1.8317157483997177,8.87184135365125,6.829482650811455,9.539816209868686,2.8495605363280165,1.8305161430183208,11.452109332745426,1.6906126986893995,6.798756367479477,2.4796456793799004,8.25011817221415,1.410290448727478,6.391627849911745,5.084121932705505,1.1971280391605386,-1.0224268081177468,2.277046329841502,0.3032031150596419,9.92593945102924,1.360200045968734,5.554739725020829,4.94107329618125,9.487867365936742,7.870521862301321,1.4783611918149548,2.935885703682952,12.46507547647989,7.157132053555178,3.223536841189481,1.7294391545526575,1.055882053048101,0.9829310124202574,10.567034940819251,3.364416454613411,5.976270243904118,10.144789517513193,0.5061187429968916,4.74712554771507,1.302592154475552,7.777090549002579,5.681797890486925,1.1050301551243213,8.002866015363924,4.383542195754039,7.393403334236689,4.795379051207286,1.6563850991910547,0.918463552066362,0.8265687747497293,7.444054249315455,3.4113317505653766,1.8753691886329025,9.110951378194102,4.044518819636385,4.1258010603892625,8.78632630748393,7.737898714190218,7.654498907786026,6.879306202264181,0.0647134700105057,2.7765262649148457,2.0496665755210275,9.376240481853383,1.6922363686511557,9.96437962372036,0.23316155559685087,5.66770126478602,8.20989569270963,1.5057980443809764,-0.19855199730325124,0.534316496120081,8.298195047205379,1.1341383188884615,6.515863711862614,5.238668676109674,6.026892270894542,2.32356402916681,9.674212171967168,5.521315062178189,2.6279817613044942,3.955337009128506,0.6847539383688831,5.547891844665822,3.656098278288846,9.143694743854123,1
2.3013181469346686,9.689563856703188,11.483706847878087,0.9077781419546891,1.0216304636306404,1.933928951088968,6.276823414293776,1.552967916607929,8.971876475865377,6.160183019542612,9.623466900606243,2.455608531258946,1.945472280795414,10.873566749224281,1.7730974251681724,6.790596980386941,1.8078768887236278,7.570923956043258,1.0996010525801032,6.734201415766796,5.087240259983366,1.2474608410872756,-1.6326914377917432,2.4704156279778076,0.5362047551840632,6.517872525332481,1.177989103704176,5.932506302196991,4.72566254580711,8.818037836051172,7.679106777454186,1.082972035656501,2.889134034927077,12.574318068156684,6.652047876147723,2.948487421906947,1.466678444808501,0.5552550713833104,1.0494673816476876,8.359596763165928,3.298484899576444,5.643493293307556,6.01707265035177,1.0071380642210581,5.422279671492755,2.2270945955554686,6.920402486879618,5.951296141458904,1.0474127192772347,7.117152618729478,2.637306434871506,7.00254659316603,4.450485948074743,2.123999984334808,0.33252477989489587,0.6839989805212499,8.333504753383068,3.4603645883371716,2.0500859346429983,8.90907625440619,3.546470174990586,4.672334144738222,8.217913083992304,6.669575780986939,7.787457512632368,5.629276669049615,0.46165360974942315,1.818190789421969,1.9740911645703518,9.067866730867749,1.729721559447131,10.410902776866639,0.6509170148689787,5.026999415650615,9.555628319136012,2.1540864824524935,-0.29424440632494353,0.45929821717983166,7.831852673058247,0.8599135634168129,7.661586601894957,6.074586584290627,6.035937475380154,3.0244446727491243,9.291374049920785,5.2767130414993675,1.494217707138646,3.2124770720384936,2.3514768542405124,5.157447730187487,4.2172241925644265,9.450931087643406,0
2.5412523447800375,9.372546732489328,11.098467614680423,1.7583831942593784,1.435940086005759,2.5198203237881143,6.434382226491896,1.586340784541655,9.038821037851983,6.406676528765343,9.209139465912866,2.274324517807037,1.5879836638966962,10.835135719420414,1.8879512449961655,6.033924598689083,2.3318615597403722,7.457024974458616,1.2392660249802732,6.8054661186208705,5.194811282849889,1.4629966440594262,-0.9645558581389855,3.2747549376201963,0.3031447973788029,6.492329896715318,0.48058915296156296,5.3416236127285,5.728464849603099,8.882772105081976,7.282923907214229,1.4388756842010624,4.171968481319196,11.681018695437059,6.618831685941193,3.946741021914174,1.7608730172227718,0.8751019532167986,0.9768856364917611,10.596800267526946,3.2814419173308873,4.82442763528163,7.114341470645946,0.7476109888218722,5.406732977025125,1.1603606970416536,7.032471296629675,5.734881668193237,0.9025327620967615,6.970934158748311,4.453547939554097,7.542962789589293,4.42406039935774,1.837527283663062,0.9641948591627729,0.29802555976226736,7.58990168103158,3.434889163401529,3.2010289358773307,8.824396131856673,4.900863796080791,4.060165186295019,8.69903824529123,6.392027589747751,7.7720446734543724,6.089121331319747,-0.039187257360932815,2.7501512470082856,1.8448197566579914,8.912334099364456,1.5989342624523952,10.26541374450748,0.33533094341667213,5.508668307460591,7.965213892093239,2.064839536022124,-0.3552570327482872,0.36383723783991273,7.186636256849398,1.5386908760488636,7.095191868801162,5.693196445840477,6.31023182249778,2.528296259370492,9.623914530633096,4.722581033697172,2.0037131148098553,3.853492086203775,0.5874269169318851,5.276084966756491,3.615355471932807,9.128901454949332,1
3.0190487626429485,10.005373695069608,12.819641405508136,1.8072541317445305,2.052346710468151,2.4875084198636563,6.103718103874074,2.0582704652681727,9.055214945077367,6.197463747298723,9.766384058888224,3.5885502907291484,2.509579709399547,11.627167183421937,1.70258860452834,7.011793014845879,1.8353879245497215,7.889212455391464,2.0056498279184876,7.183413814567732,7.983107245319355,2.747928653131752,-0.3811027744430684,3.8469664142969497,1.2962016747289853,7.703199361004995,1.715275801716179,6.316820886525069,4.390174685968024,9.573205228128318,8.051155824122265,1.8709049995460554,3.442499022267096,12.863914593277137,7.059992679348084,3.904504030727284,2.017657338285116,1.2755927843606956,1.3240231928172617,10.484473250907971,3.553396647206418,5.852163037417198,7.165674966302007,1.568518238254548,5.454465807080396,2.4209750419366856,7.648892438892812,6.134449690905802,1.1791111621928365,7.942510649460149,3.269867012996186,8.184029947914233,5.059061523376189,3.9545123284054986,1.6529542969881694,1.8352239898728149,8.057485056836413,4.253524262712669,2.5375826565404376,9.988919535377562,3.924862678259024,4.66427368844852,8.796752408573997,8.09157085932674,8.461999885291771,7.635640486627981,0.79599730876421,3.100791261928998,2.3357621518883533,8.929891901574733,2.959762864582038,10.083417470134597,1.0077802517630237,6.245594397226698,9.978471396304013,2.8530941460155557,0.25744217496740196,0.8690054615530977,8.471461629035595,1.7897542879192208,7.4697264732171655,5.682675980928451,6.408144077142294,2.663573683253496,9.745131667175498,6.915577408930742,2.3614626901015865,4.133865066586633,1.9186484793164995,6.687965075506231,4.5368729306587445,9.368842389815226,0
2.5705988755764366,9.489201301530466,11.160069344501185,0.9314457725542697,1.6024725508803501,2.6289728610380108,6.58328896193775,1.4758292390497811,9.312041512448097,6.766294139453514,9.589471200762137,2.2096108630154543,1.5369033735539745,11.124167220675668,2.385305742927073,7.496802822022359,2.7778741870723525,8.32128458640494,1.5719335787553492,7.473403705676123,5.78765175847055,1.6369307292440696,-0.8782469978563354,2.387422553176715,0.3679432620642124,6.77480970199928,0.5003549047867595,5.724152389807329,5.199275373561404,9.532534560687958,7.601751709457754,1.2452565057760223,2.6539579101365143,12.841588809988986,7.331564526513415,3.5214188268247044,1.5350215861750773,0.9759134300336649,1.0212492500619752,9.842197094450169,3.512435993224091,5.299158759668505,7.1378944795107495,1.352573342176436,5.786477747585034,1.4344468801652936,7.849052813565226,6.220539379306326,1.083402280355583,9.194155550277964,4.234915582355917,7.70968245007726,4.277975174406166,2.0362407912830722,0.8848405290870061,0.6895776213571168,8.04625623733953,3.382202630806832,2.3168177140067985,9.266565518713033,4.13452564928254,4.6014113906380265,8.671752275856333,7.038964060284371,8.643170206786781,6.0608075099414105,0.10552183745630955,2.1188289674124325,2.320507852642282,8.946258702059376,1.3002677947872772,10.15624549926307,1.5020701317224596,6.738735810679118,9.002766617754139,2.0139498107995255,-0.46617457844165644,0.5277963263885233,7.680548719631371,1.4073868022799112,7.315715514947061,5.791147972586168,6.7520141273322665,2.8001181641862587,9.156714876206903,5.720232487281478,2.4609651950679745,3.8297224664751397,0.9038477406011451,5.5001100129625025,4.5363590274523515,9.394422641231719,0
6.667818297949425,10.212906752893094,12.238191708105225,1.9472944460990569,1.230791384182222,2.1427178239015308,7.008774048810704,3.1396562933273624,9.055562031895517,7.243302951910567,9.799393413520006,2.5790674625785064,1.8290611170613293,11.99461729165597,3.952251997475166,9.294670015243824,5.716880173055044,8.400208909672667,0.9300384362996138,8.211206206911218,5.185434216593202,1.896006111372535,-1.2492400803900894,4.322528071860965,0.7223611161554586,10.85675033789432,0.8714091679623781,6.449526487718364,6.428295718514278,9.317597350199817,8.097354058355839,1.3614300126552374,3.1259376869530993,14.449528727601058,8.118350883201224,5.191789378294875,1.6944387796634448,0.9550580200895833,1.863744936397247,11.559089115047064,3.380415334545146,5.932435837114717,6.863424452337173,0.9617441963315947,5.228500430558408,1.672646207552194,7.627599142811738,6.663389587122839,1.2538905272727354,11.668766999236174,4.184010063169854,8.515967377472375,4.389151034656482,1.58881775247101,0.8148547674349068,0.5760706840469829,7.536190244205173,4.037621413817666,2.414493548239969,9.414161233658898,4.971421423557398,4.757727223553414,8.724217884055633,10.097231615051037,9.374842924958292,11.502262315020202,0.3700094498070568,8.59080470442565,2.653341625008278,9.038274774858703,6.164778978594871,11.423044725078887,0.7006924169949122,5.97881565982684,10.059539564301154,2.3190158034039436,0.08904610716295405,0.4338783687034724,9.222488142004742,4.890505910377831,7.617492279225987,5.786367846835816,6.518868085503905,2.5589452211314376,9.96763569190271,5.933149009819885,4.940089517683608,8.828957755200783,8.302852292580623,8.07093726653711,4.011247021810076,9.491561874017036,0
2.6810592491032708,10.051715517520728,11.942741916273635,1.2730761326288704,1.9962187010200416,2.376299905828294,6.897260472716895,2.3861926272502716,9.07982471916478,7.295060375680701,9.888641829337523,2.4886564219698544,1.4873573569323872,10.708737180008763,2.1491340675856607,8.020662004147518,2.797020541674774,8.055092478468515,1.4344877788308197,6.948312252398307,4.810918551508332,1.5071440015265087,-1.19233578956775,3.4533569890230327,0.3707399998002519,7.472658874188038,0.7493061302174582,5.7447896006175165,5.179877095534904,9.443664573732596,7.925519560932703,1.7161491108660465,2.9524176941953857,13.489047548845615,7.547605767348017,3.58314072949588,1.7755011782748795,1.3781513063307842,1.1711281373976328,12.36907001766761,3.905774021739556,6.46667345972626,7.448413302114376,1.0312680500164007,5.878087494332183,1.6672849906127551,7.702519872441403,6.353311241156949,1.0434151202979922,8.630644414554041,4.5461475116570185,7.796161253866552,5.1554405267048145,1.8648149020530844,0.3581664246501163,0.6489500447384852,7.9245859764570845,3.7577717146451457,2.843529753689659,9.513692995950475,4.598023204168257,4.145909182632206,8.268282347925966,7.9566463513428385,8.285053835851842,6.796056947602805,1.1923408116030008,2.512656223797549,2.6593717810694786,9.419899505738984,2.778231752278678,10.317189324476734,0.3829877209759479,6.483963010780821,8.800857856327738,2.4386980849005564,0.955690807811134,0.4977905759604327,8.442140451467319,1.2827517186851698,7.407864458378475,5.699936450552911,6.4713425586251345,2.6703647871639364,9.87001897896701,5.672660638429239,2.732376367239647,4.200458043701153,1.0342307763850969,5.445647351338885,4.90749444118914,9.509347513109766,0
6.262938576440987,10.292774119859871,13.456862231119153,1.857855851719251,2.171202892290186,2.4996201385828147,6.758865647394026,2.808871345128864,10.133809948236513,7.191027927563563,10.090375746701204,3.8528702507100316,3.6240096523839487,11.912333712462107,3.1547272232923307,7.625326384463004,2.669897234857199,8.812486238169203,1.4553704416366116,7.125054604056654,5.601377379848301,2.1464435720721395,-1.2458594439708284,5.136388646445679,0.8817139393710447,9.08845563120564,1.0542764702951026,7.643519110879503,5.630450520723697,9.45755719752593,8.997786954425383,1.3385525253620243,5.320955433355479,13.664411507310131,7.730031738619358,5.272338254142818,2.1501798031387325,1.2335586463775106,1.2874737340527134,8.569742614439678,3.766820236436111,7.493706478362264,7.8359516487601555,1.068469257982887,5.351226917297062,1.9891900557872197,8.135096927519797,6.08374475081419,1.1159389708893432,11.68688359468892,4.052166638037421,8.844551088595118,5.124318344732232,2.751059374726264,1.0306491326849976,0.9779930331853534,8.40564787084706,4.534372243278252,2.690624313027287,10.123647055813302,4.000901605862104,5.1516360011590026,8.94661063650245,8.090592895663706,8.432416089950033,7.380627659333908,0.38957291566791197,3.5595184821953714,2.3367516200360763,9.451967510890373,3.7059588435880753,10.785660372100912,0.586571365469788,5.555896359858658,8.235796447015165,2.2160484675059773,0.4170966780350188,0.5915679567082357,9.243315310278074,2.0904985401265423,7.559392011038797,5.442892381094015,6.345690875650772,3.142291686530549,10.045296987629307,11.361933904483692,2.410715383485249,4.718588201533623,1.8165135670995372,6.198252544147457,4.363762022004759,9.575578369129136,0
