X790.0536,X794.7252,X808.7291,X809.0608,X811.7589,X816.4207,X816.4316,X819.0855,X820.0908,X821.7515,X822.4221,X827.7482,X827.7538,X835.1063,X838.4127,X841.0989,X841.7518,X845.4242,X847.1079,X849.098,X851.4247,X851.7558,X852.4102,X855.4185,X856.0987,X856.4202,X858.094,X858.755,X860.7595,X860.7712,X862.0897,X863.4264,X864.077,X864.4331,X865.4311,X870.4332,X877.7615,X885.1099,X894.4415,X895.1213,X913.4478,X943.7875,X965.4916,V44
245.19805833448748,87.81945285349573,3.780201866990959,32.72955694346602,134.700100865507,15.762663322158454,20.71827705858023,37.835122230922664,9.033552848975775,10.132276676809127,6.274180769195665,10.122920577338387,27.849936773530118,593.1695420334444,8.180036692740082,3.2864052694334496,9.39021213922431,205.4542730539516,0.087426474085362,3.0604251740661303,3499.325387486549,4595.962680891025,3.732423512776556,14.231280544086015,1163.8555031625779,3.6329128036305884,16.837442055596632,22.34102720048787,2.65723872533979,14.187096238886,3.049183310108919,5.4215702178325795,8.866019746438159,2.061226186582373,2.4010795592812535,196.59371706751065,4.666646617413239,1.8534806976451272,13.509669445387782,16.4739515310021,31.61500137723754,11.40078246977966,58.78221674403287,1
244.8359101254875,87.93057403349573,3.796696300990959,32.96925699446602,137.83553937550698,15.815256105158454,20.946923618580232,37.78319417992266,9.166636932975775,10.152205870809127,6.248281803195664,9.876243633338387,27.952699224530118,594.0629421434444,8.236039905740082,3.28877820343345,9.42618487322431,205.3715274199516,0.08119656708536199,3.0644108330661304,3504.388079996549,4603.759198281025,3.750715172776556,14.240818608086014,1164.211150769578,3.6563458866305885,16.79636933559663,22.16287332048787,2.65707248233979,14.214591832885999,3.0495551571089194,5.42805052283258,8.72876843943816,2.070259931582373,2.3914521422812536,196.94040908151067,4.6640204024132395,1.8220094866451273,13.589043913387783,16.5698707670021,31.663257324237538,11.33983094677966,58.72870942603288,1
263.8418656735578,91.48355466437847,3.7026046454594943,36.14285144854385,186.29981320659513,16.46956704053299,24.434628780194867,39.5261283989505,9.405728324105496,8.834095973063414,6.563254919038605,11.154760095947074,26.828066972539588,563.7736236632907,8.388977431152295,3.3374147708579938,10.202337109833602,212.6442561142444,0.33841985158376375,3.1986287363114103,3847.6836597710517,5030.7414154540265,3.8037338495345545,14.136766819164274,1186.4501733842749,3.329715325134735,18.13735167738032,24.007762570356828,2.3657877230397863,15.530515405246181,2.0416507456882282,6.0013689297749915,9.852860654963163,2.19001926473069,2.4595319727871012,218.78223557918383,5.119505975032212,1.7904849032614973,14.84639809287712,17.95759642206967,32.80685762001998,11.356890562965656,64.64178294920309,0
265.0535566935578,91.38878079037848,3.7400998774594942,36.37299188054385,189.40283288659515,16.511238483532992,24.465864328194865,40.1121512289505,9.497951682105496,8.826394626063413,6.528003433038605,11.173754856947074,26.897273057539586,563.7224044342908,8.408678515152296,3.3385867768579938,10.226048892833601,214.87799386624442,0.23928586458376377,3.1714224663114106,3845.835590351052,4984.552585844026,3.8045089185345544,14.135285790164273,1182.1296009132748,3.372916633134735,18.10987302838032,23.531682345356828,2.3458266780397863,15.514905364246182,2.0666397306882285,5.9647344507749915,9.505627498963161,2.18718352573069,2.485926965787101,220.24215441618384,5.016738081032211,1.7922449542614973,14.67896049587712,17.93385663806967,32.73652129201998,11.401212291965656,64.18268469020309,0
137.11415875541655,40.38850676594346,3.271801680020098,17.6397060315682,118.87456719981785,8.402503362997217,11.566423655559511,18.0174968147626,5.45737461820781,11.36360451002311,7.7089164632317715,5.467327939958532,19.31043757869968,223.6508288672998,5.51534099171518,1.7108350223166995,4.954868389044642,102.19444049700292,-0.18756403183956646,1.5057654550727784,1824.785071628116,2430.4799803244814,1.968419704141316,8.397153985882989,558.5856961917559,2.910750435990158,10.261372922605851,14.821717026120547,2.1878280514328927,7.327399591351973,4.278964927711627,3.1064312107431515,5.0823307615480156,1.1349340127520708,1.5602262312785822,100.37110676706278,2.2784967156766536,1.344733135746953,7.35548189399403,8.379453466491725,14.986282324764089,7.00633137296453,29.1414997188826,1
135.75829876041655,40.15564945594346,3.2663750120200983,17.2433899835682,109.69812276981784,8.388218461997218,11.381364732559511,17.966361149762598,5.3952653062078095,11.375773868023112,7.725733732231772,5.441796282958532,19.18077093469968,222.94014177329979,5.48376183871518,1.7181974943166995,4.892248589044643,101.45443969800291,-0.18756403183956646,1.5138675830727784,1808.3497263481158,2410.8046426344813,1.989524713141316,8.39120706988299,554.8302370247559,2.912554615990158,10.394886970605851,14.860759197120547,2.1875442194328927,7.275483235351974,4.260592096711626,3.1136382587431513,5.0569033165480155,1.1598814977520708,1.5437201412785821,98.1110522570628,2.212008209676654,1.3402778727469529,7.2937815779940305,8.298007919491724,14.87726430476409,6.964869115964531,29.4877343728826,1
159.48752336108464,50.03846951068198,3.1266814214694527,21.953897811574492,134.44984267057885,9.770890850655952,14.979712686257574,21.70813786710518,5.510588548939136,7.9525831421896225,6.937217795340791,6.694607218886498,17.55153840515834,278.5016567758877,5.641181790847494,1.9563205671985449,5.879284780732071,124.22543122987031,0.052252934605335866,1.836367134597148,2310.3289383424135,3012.350593603481,2.213468351182341,8.61278699625075,654.03357130424,2.5137280025727944,11.988926759913204,14.583267618279509,1.7075172310791493,9.184502482106193,2.456386118481031,3.6924568878324573,5.717992206422197,1.357889008074706,1.5884229870591269,131.42918036873192,2.851209439191326,1.2237804280953595,8.986388420270885,10.537148278486585,18.23628163091746,7.061928640091532,37.275756211449234,0
159.76905755308462,50.11465315568198,3.1395296254694527,22.056432354574493,135.76083039057886,9.800092112655951,14.979204567257575,21.80479070410518,5.734070548939136,7.979984652189622,6.940596471340791,6.824800369886498,17.58603311815834,278.5636849098877,5.625832592847494,1.950170653198545,5.959345610732072,124.77604523487031,0.04523292360533582,1.8411340905971478,2314.384685162414,3020.0441238334806,2.224905474182341,8.58449198725075,654.23768846424,2.5181195455727945,11.639436436913204,15.08482308027951,1.7422287970791492,9.052911580106192,2.478608257481031,3.751405915832457,5.7479734314221975,1.363281124074706,1.640118065059127,131.6673937807319,2.8697541501913255,1.2176762680953594,9.051203760270885,10.492783033486585,18.24013374191746,7.038479486091531,37.579991747449235,0
175.6473806873678,56.13863218918433,3.2058689367701083,24.14463954155076,152.1405466574196,10.923942785206734,16.813347525102145,24.5268358805299,6.486816596769126,8.400804593100215,6.995664855624278,7.437350632355414,19.290590126513877,314.27507323622757,6.053252084832492,2.1514960580143714,6.530709531601468,137.96293485355184,0.05508298465382716,2.014719906627568,2535.9355332314162,3311.589222038974,2.5047625026523455,9.45222420077393,730.9875148608792,2.6647137108266157,12.471381384390597,16.094414219472327,1.8325505337159549,10.085238940401283,2.5091820980884365,4.116700712954361,6.336511773571862,1.4678482376028752,1.727857269254649,144.58644628208185,3.219553152064501,1.326790491764592,9.925842582736,11.728134997211363,20.402837202295466,7.737797527512149,41.13928228930061,0
175.33311513936778,55.91267602018433,3.243783762770108,24.121297471550758,148.56747334741962,10.856063820206735,16.647788214102142,24.3829658235299,6.279983387769125,8.384008765100216,7.026855715624278,7.305338471355414,19.213841307513878,313.97402420822755,6.040101123832492,2.1824739200143712,6.495888095601467,137.37077951355184,0.06770277465382718,2.019601381627568,2536.3253804314163,3315.037536868974,2.4703168006523457,9.45371656277393,731.0316143788792,2.6890818428266154,12.481768935390598,15.687029722472326,1.823251514715955,10.073956316401283,2.4924736300884365,4.067766493954361,6.303023971571863,1.469975608602875,1.737090473254649,144.89667972508187,3.234832350064501,1.318607787764592,9.985291891736,11.672376230211363,20.351126170295466,7.771780173512148,41.269958567300606,0
